logFC	logCPM	PValue	FDR	TE	Control_CPM_median	Exposure_CPM_median	group	Type	Sex	Subfamily	Family	Class
-0.474332516	11.27988081	0.020891983	0.140294507	L1_Mus2:L1:LINE	2429.822945	1702.029737	AL_RNA_TCDD_F	TCDD	F	L1_Mus2	L1	LINE
-0.453826844	4.650682864	0.021105799	0.140797893	L1M4a2:L1:LINE	25.85273592	15.65556669	AL_RNA_TCDD_F	TCDD	F	L1M4a2	L1	LINE
-0.510347108	6.300634667	0.021249924	0.140832831	L1MDa:L1:LINE	80.68348733	55.1482388	AL_RNA_TCDD_F	TCDD	F	L1MDa	L1	LINE
-0.486789805	6.242875804	0.021873467	0.141208023	ERVB7_1-LTR_MM:ERVK:LTR	78.34223981	47.62990282	AL_RNA_TCDD_F	TCDD	F	ERVB7_1-LTR_MM	ERVK	LTR
-0.459595321	7.356108664	0.021634391	0.141208023	MER47B:TcMar-Tigger:DNA	160.6948376	113.7368871	AL_RNA_TCDD_F	TCDD	F	MER47B	TcMar-Tigger	DNA
-0.487230865	7.137680166	0.021775793	0.141208023	MLTR11A:ERVK:LTR	146.6253301	91.30739235	AL_RNA_TCDD_F	TCDD	F	MLTR11A	ERVK	LTR
-0.609958164	3.502767618	0.022002828	0.141208023	RLTR13B2:ERVK:LTR	11.28778823	7.576712264	AL_RNA_TCDD_F	TCDD	F	RLTR13B2	ERVK	LTR
-0.465713158	6.306119053	0.021805248	0.141208023	RLTR20C2_MM:ERVK:LTR	82.72849609	54.62555065	AL_RNA_TCDD_F	TCDD	F	RLTR20C2_MM	ERVK	LTR
-0.482058136	4.616845797	0.02228324	0.141288529	MER44C:TcMar-Tigger:DNA	23.63271343	16.90581683	AL_RNA_TCDD_F	TCDD	F	MER44C	TcMar-Tigger	DNA
-0.705683347	3.616940761	0.022294048	0.141288529	MLTR18A_MM:ERVK:LTR	11.71722006	7.993325257	AL_RNA_TCDD_F	TCDD	F	MLTR18A_MM	ERVK	LTR
-0.557045438	3.665998616	0.022448126	0.141381367	L1ME3E:L1:LINE	13.08944221	8.662874203	AL_RNA_TCDD_F	TCDD	F	L1ME3E	L1	LINE
-0.439215391	10.5705656	0.02308874	0.14451841	Lx:L1:LINE	1558.085878	1081.412461	AL_RNA_TCDD_F	TCDD	F	Lx	L1	LINE
-0.483057253	5.78863348	0.024655507	0.145963261	LTR33A:ERVL:LTR	55.00994958	33.31223245	AL_RNA_TCDD_F	TCDD	F	LTR33A	ERVL	LTR
-0.735773101	2.90370329	0.023598857	0.145963261	MER67C:ERV1:LTR	7.76946988	4.273895189	AL_RNA_TCDD_F	TCDD	F	MER67C	ERV1	LTR
-0.6444806	2.282906004	0.023884982	0.145963261	MER70B:ERVL:LTR	4.601546991	3.209107232	AL_RNA_TCDD_F	TCDD	F	MER70B	ERVL	LTR
-0.468122511	6.150815643	0.024174973	0.145963261	MLTR18C_MM:ERVK:LTR	70.76940868	47.67298323	AL_RNA_TCDD_F	TCDD	F	MLTR18C_MM	ERVK	LTR
-0.427834125	8.764760926	0.024759054	0.145963261	MTB_Mm:ERVL-MaLR:LTR	422.3171763	296.5701672	AL_RNA_TCDD_F	TCDD	F	MTB_Mm	ERVL-MaLR	LTR
-0.443013004	10.59887197	0.024407366	0.145963261	ORR1A2:ERVL-MaLR:LTR	1529.807761	1073.591636	AL_RNA_TCDD_F	TCDD	F	ORR1A2	ERVL-MaLR	LTR
-0.434070883	10.00899474	0.024561578	0.145963261	ORR1D1:ERVL-MaLR:LTR	1038.703886	723.4502823	AL_RNA_TCDD_F	TCDD	F	ORR1D1	ERVL-MaLR	LTR
-0.597435978	4.228420806	0.024197321	0.145963261	RLTR51B_Mm:ERVK?:LTR	18.09426712	11.51319129	AL_RNA_TCDD_F	TCDD	F	RLTR51B_Mm	ERVK?	LTR
-0.535868584	3.926296468	0.024052717	0.145963261	RMER16:ERVK:LTR	15.36145974	11.11435771	AL_RNA_TCDD_F	TCDD	F	RMER16	ERVK	LTR
-0.928857716	0.187957211	0.024110935	0.145963261	tRNA-Leu-TTG:tRNA:tRNA	0.939172448	0.508659997	AL_RNA_TCDD_F	TCDD	F	tRNA-Leu-TTG	tRNA	tRNA
-0.429797892	10.93855918	0.02504733	0.146809208	ORR1B1:ERVL-MaLR:LTR	1988.672664	1391.1385	AL_RNA_TCDD_F	TCDD	F	ORR1B1	ERVL-MaLR	LTR
-0.508472148	4.941054948	0.025444933	0.147435211	LTR28B:ERV1:LTR	30.57524013	21.36370638	AL_RNA_TCDD_F	TCDD	F	LTR28B	ERV1	LTR
-0.433896025	8.520929247	0.025427184	0.147435211	MT2B1:ERVL:LTR	356.3295399	261.7907423	AL_RNA_TCDD_F	TCDD	F	MT2B1	ERVL	LTR
-0.538462178	4.786663026	0.025757698	0.147756995	IAPEY3-int:ERVK:LTR	27.65833462	19.60527587	AL_RNA_TCDD_F	TCDD	F	IAPEY3-int	ERVK	LTR
-0.401522176	6.942873592	0.025937619	0.147756995	MMERVK9E_I-int:ERVK:LTR	124.0458343	91.3786014	AL_RNA_TCDD_F	TCDD	F	MMERVK9E_I-int	ERVK	LTR
-0.425330038	9.131585454	0.025810881	0.147756995	ORR1A3:ERVL-MaLR:LTR	562.0207852	379.4932486	AL_RNA_TCDD_F	TCDD	F	ORR1A3	ERVL-MaLR	LTR
-0.413087511	9.335382189	0.026588738	0.149783224	Lx5b:L1:LINE	642.5202115	461.8516971	AL_RNA_TCDD_F	TCDD	F	Lx5b	L1	LINE
-0.459741372	5.711930811	0.026518797	0.149783224	Zaphod2:hAT-Tip100:DNA	53.060548	35.66225847	AL_RNA_TCDD_F	TCDD	F	Zaphod2	hAT-Tip100	DNA
-0.420223444	7.819896363	0.026959564	0.151033138	MTE-int:ERVL-MaLR:LTR	217.2004369	148.4190322	AL_RNA_TCDD_F	TCDD	F	MTE-int	ERVL-MaLR	LTR
-0.670741362	2.289827971	0.027364167	0.151624399	MURVY-int:ERV1:LTR	4.638896047	3.054742585	AL_RNA_TCDD_F	TCDD	F	MURVY-int	ERV1	LTR
-0.430161077	8.234256112	0.027261953	0.151624399	RMER10A:ERVL:LTR	294.9926799	200.9128598	AL_RNA_TCDD_F	TCDD	F	RMER10A	ERVL	LTR
-0.436949569	12.10647567	0.027730569	0.15281955	Lx8:L1:LINE	4350.965324	3062.708611	AL_RNA_TCDD_F	TCDD	F	Lx8	L1	LINE
-0.45222048	4.91671597	0.02804115	0.152869497	ERVB4_2-I_MM-int:ERVK:LTR	30.55486543	20.78947007	AL_RNA_TCDD_F	TCDD	F	ERVB4_2-I_MM-int	ERVK	LTR
-0.428320786	8.134936503	0.027992565	0.152869497	RLTR19-int:ERVK:LTR	279.6252048	182.5767662	AL_RNA_TCDD_F	TCDD	F	RLTR19-int	ERVK	LTR
-0.566558476	3.684340665	0.028804548	0.154538687	MER2B:TcMar-Tigger:DNA	12.37499323	9.073419737	AL_RNA_TCDD_F	TCDD	F	MER2B	TcMar-Tigger	DNA
-0.475852982	5.41990705	0.028499745	0.154538687	MTE2a-int:ERVL-MaLR:LTR	44.20316816	33.08301681	AL_RNA_TCDD_F	TCDD	F	MTE2a-int	ERVL-MaLR	LTR
-0.441325336	6.487423373	0.028668905	0.154538687	RMER12:ERVK:LTR	87.56659325	60.44386441	AL_RNA_TCDD_F	TCDD	F	RMER12	ERVK	LTR
-0.656328309	3.097531266	0.02922339	0.155194978	RLTR1D2_MM:ERV1:LTR	8.062909475	5.54530876	AL_RNA_TCDD_F	TCDD	F	RLTR1D2_MM	ERV1	LTR
-0.872039149	0.806102976	0.029232979	0.155194978	RMER16B3:ERVK:LTR	1.51587164	0.451376104	AL_RNA_TCDD_F	TCDD	F	RMER16B3	ERVK	LTR
-0.450236522	7.533334228	0.029557177	0.155351766	L1ME3B:L1:LINE	185.9117934	128.0562546	AL_RNA_TCDD_F	TCDD	F	L1ME3B	L1	LINE
-0.495516175	4.743904593	0.029568926	0.155351766	RLTR53_Mm:ERVK:LTR	27.94453291	18.04476034	AL_RNA_TCDD_F	TCDD	F	RLTR53_Mm	ERVK	LTR
-0.453864532	9.491987503	0.029834267	0.155937872	L3:CR1:LINE	743.2382237	511.3619185	AL_RNA_TCDD_F	TCDD	F	L3	CR1	LINE
-0.403140694	10.72465724	0.030280433	0.157458252	MERVL_2A-int:ERVL:LTR	1702.178076	1167.320964	AL_RNA_TCDD_F	TCDD	F	MERVL_2A-int	ERVL	LTR
-0.442815774	9.001523993	0.030495828	0.157769235	RMER17B:ERVK:LTR	507.7013985	351.3988461	AL_RNA_TCDD_F	TCDD	F	RMER17B	ERVK	LTR
-0.771027295	1.506259	0.03070803	0.158060623	MamGypLTR2c:Gypsy:LTR	2.554589611	1.634464152	AL_RNA_TCDD_F	TCDD	F	MamGypLTR2c	Gypsy	LTR
-0.510201083	3.798969454	0.0310204	0.158862051	MLT1D-int:ERVL-MaLR:LTR	13.98305331	8.911602318	AL_RNA_TCDD_F	TCDD	F	MLT1D-int	ERVL-MaLR	LTR
-0.438381111	6.309857908	0.031201539	0.158986738	HAL1:L1:LINE	79.32108858	54.13597562	AL_RNA_TCDD_F	TCDD	F	HAL1	L1	LINE
-0.382008598	7.839917182	0.031461723	0.159510937	MTEa-int:ERVL-MaLR:LTR	234.5579723	168.6130868	AL_RNA_TCDD_F	TCDD	F	MTEa-int	ERVL-MaLR	LTR
-0.756541329	2.056619213	0.031794628	0.160061557	MER58D:hAT-Charlie:DNA	4.197686096	2.540059216	AL_RNA_TCDD_F	TCDD	F	MER58D	hAT-Charlie	DNA
-0.766939072	1.051418477	0.03188603	0.160061557	RLTR12B2:ERVK:LTR	1.884452475	1.08610315	AL_RNA_TCDD_F	TCDD	F	RLTR12B2	ERVK	LTR
-0.546379892	3.961075889	0.032735341	0.163004498	RLTR13A3:ERVK:LTR	13.69615053	10.23785406	AL_RNA_TCDD_F	TCDD	F	RLTR13A3	ERVK	LTR
-0.403810458	5.304033746	0.032954558	0.163004498	RLTR41:ERV1:LTR	39.12232491	27.19608941	AL_RNA_TCDD_F	TCDD	F	RLTR41	ERV1	LTR
-0.455193602	4.311482914	0.032889071	0.163004498	Tigger16b:TcMar-Tigger:DNA	21.09362559	13.38851829	AL_RNA_TCDD_F	TCDD	F	Tigger16b	TcMar-Tigger	DNA
-0.475759481	4.680392028	0.034233913	0.167696559	MLT1G:ERVL-MaLR:LTR	24.80706609	17.46318559	AL_RNA_TCDD_F	TCDD	F	MLT1G	ERVL-MaLR	LTR
-0.859914079	1.750375592	0.034087548	0.167696559	Tigger17b:TcMar-Tigger:DNA	3.268903312	1.794318765	AL_RNA_TCDD_F	TCDD	F	Tigger17b	TcMar-Tigger	DNA
-0.421788519	6.827893795	0.034828359	0.169788251	RLTR15:ERVK:LTR	114.03984	78.71280895	AL_RNA_TCDD_F	TCDD	F	RLTR15	ERVK	LTR
-0.540250264	2.996583934	0.035273648	0.171136265	LTR40b:ERVL:LTR	8.090253348	6.047985346	AL_RNA_TCDD_F	TCDD	F	LTR40b	ERVL	LTR
-0.41869416	8.572204688	0.035966541	0.173667014	Lx6:L1:LINE	372.1196077	267.1145129	AL_RNA_TCDD_F	TCDD	F	Lx6	L1	LINE
-0.513818103	3.738203141	0.037516726	0.175530209	Charlie17:hAT-Charlie:DNA	13.45226798	10.13239742	AL_RNA_TCDD_F	TCDD	F	Charlie17	hAT-Charlie	DNA
-0.769281322	1.425621906	0.03840064	0.175530209	Charlie9:hAT-Charlie:DNA	2.14895547	1.372887936	AL_RNA_TCDD_F	TCDD	F	Charlie9	hAT-Charlie	DNA
-0.686941843	4.067825823	0.038534254	0.175530209	ERVB2_1A-I_MM-int:ERVK:LTR	16.78195184	11.1045329	AL_RNA_TCDD_F	TCDD	F	ERVB2_1A-I_MM-int	ERVK	LTR
-0.395357089	7.481246604	0.038591737	0.175530209	ERVB4_1B-I_MM-int:ERVK:LTR	182.8594615	133.7871801	AL_RNA_TCDD_F	TCDD	F	ERVB4_1B-I_MM-int	ERVK	LTR
-0.408443008	8.036020046	0.037735166	0.175530209	L1ME1:L1:LINE	266.031993	191.1799305	AL_RNA_TCDD_F	TCDD	F	L1ME1	L1	LINE
-0.731420178	2.127210485	0.037578079	0.175530209	Looper:PiggyBac:DNA	4.111864403	2.37421606	AL_RNA_TCDD_F	TCDD	F	Looper	PiggyBac	DNA
-0.40366292	7.260863007	0.038270625	0.175530209	Lx2B2:L1:LINE	154.4518008	106.4081399	AL_RNA_TCDD_F	TCDD	F	Lx2B2	L1	LINE
-0.431487331	7.195051072	0.03847373	0.175530209	MER33:hAT-Charlie:DNA	147.7520443	107.2123996	AL_RNA_TCDD_F	TCDD	F	MER33	hAT-Charlie	DNA
-0.843761035	-0.281585859	0.038720311	0.175530209	MER66-int:ERV1:LTR	0.608661495	0.276254396	AL_RNA_TCDD_F	TCDD	F	MER66-int	ERV1	LTR
-0.383166682	11.17855463	0.037628987	0.175530209	MTE2a:ERVL-MaLR:LTR	2331.082636	1637.538956	AL_RNA_TCDD_F	TCDD	F	MTE2a	ERVL-MaLR	LTR
-0.413367731	6.603700592	0.037011246	0.175530209	RLTR12E:ERVK:LTR	102.8039887	68.3896885	AL_RNA_TCDD_F	TCDD	F	RLTR12E	ERVK	LTR
-0.428174483	4.987799857	0.037267385	0.175530209	RLTR1B:ERV1:LTR	30.87646237	24.05435275	AL_RNA_TCDD_F	TCDD	F	RLTR1B	ERV1	LTR
-0.414229456	7.014147881	0.038576171	0.175530209	RMER17A2:ERVK:LTR	129.5683855	87.71949519	AL_RNA_TCDD_F	TCDD	F	RMER17A2	ERVK	LTR
-0.391153997	8.254138162	0.038899536	0.175530209	Tigger7:TcMar-Tigger:DNA	307.8163995	216.6280794	AL_RNA_TCDD_F	TCDD	F	Tigger7	TcMar-Tigger	DNA
-0.455845454	7.062140225	0.038949011	0.175530209	Tigger8:TcMar-Tigger:DNA	141.8229334	90.12294623	AL_RNA_TCDD_F	TCDD	F	Tigger8	TcMar-Tigger	DNA
-0.889162141	2.810841427	0.039181823	0.175798093	U8:snRNA:snRNA	5.671370662	3.776385562	AL_RNA_TCDD_F	TCDD	F	U8	snRNA	snRNA
-0.368184039	8.834451955	0.040369866	0.177221713	L1M2:L1:LINE	462.6315416	328.9051436	AL_RNA_TCDD_F	TCDD	F	L1M2	L1	LINE
-0.402185839	8.836282751	0.040224681	0.177221713	Lx3_Mus:L1:LINE	460.7297429	323.1954648	AL_RNA_TCDD_F	TCDD	F	Lx3_Mus	L1	LINE
-0.876318636	1.101541426	0.040177314	0.177221713	MER110:ERV1:LTR	1.734468501	0.874516874	AL_RNA_TCDD_F	TCDD	F	MER110	ERV1	LTR
-0.407629359	5.223081721	0.040372994	0.177221713	MLT1G1:ERVL-MaLR:LTR	36.97046218	26.25446059	AL_RNA_TCDD_F	TCDD	F	MLT1G1	ERVL-MaLR	LTR
-0.444125849	5.979290926	0.039708852	0.177221713	RLTR34C_MM:ERVK:LTR	63.45679999	41.05894432	AL_RNA_TCDD_F	TCDD	F	RLTR34C_MM	ERVK	LTR
-0.384500229	11.47943546	0.044490833	0.178294734	B1_Mur1:Alu:SINE	2855.410134	2059.707863	AL_RNA_TCDD_F	TCDD	F	B1_Mur1	Alu	SINE
-0.379232194	11.62591359	0.045832604	0.178294734	B4:B4:SINE	3193.75693	2268.767647	AL_RNA_TCDD_F	TCDD	F	B4	B4	SINE
-0.42544139	6.666538553	0.041100062	0.178294734	BGLII:ERVK:LTR	98.77120304	72.10808461	AL_RNA_TCDD_F	TCDD	F	BGLII	ERVK	LTR
-0.625342725	3.409983617	0.043909692	0.178294734	Chap1_Mam:hAT-Charlie:DNA	10.09912258	5.873296705	AL_RNA_TCDD_F	TCDD	F	Chap1_Mam	hAT-Charlie	DNA
-0.87904506	0.216088119	0.044312536	0.178294734	Charlie4:hAT-Charlie:DNA	0.824747399	0.349892738	AL_RNA_TCDD_F	TCDD	F	Charlie4	hAT-Charlie	DNA
-0.377827595	11.53482964	0.044304133	0.178294734	L1_Mus1:L1:LINE	3063.124253	2068.703169	AL_RNA_TCDD_F	TCDD	F	L1_Mus1	L1	LINE
-0.370889517	9.226086801	0.044111678	0.178294734	L1M4:L1:LINE	590.3918694	443.8998348	AL_RNA_TCDD_F	TCDD	F	L1M4	L1	LINE
-0.380234593	9.347888061	0.041462747	0.178294734	L1MB7:L1:LINE	643.435739	466.2787713	AL_RNA_TCDD_F	TCDD	F	L1MB7	L1	LINE
-0.494457796	4.031039516	0.041148961	0.178294734	L1MEb:L1:LINE	15.65629942	10.52736039	AL_RNA_TCDD_F	TCDD	F	L1MEb	L1	LINE
0.621599684	0.263127456	0.042727188	0.178294734	L1MEg1:L1:LINE	0.9087734	1.436755162	AL_RNA_TCDD_F	TCDD	F	L1MEg1	L1	LINE
-0.383163424	9.421395695	0.04505189	0.178294734	L2b:L2:LINE	669.1865649	504.0700692	AL_RNA_TCDD_F	TCDD	F	L2b	L2	LINE
-0.403085131	9.768075399	0.041802807	0.178294734	LTR50:ERVL:LTR	902.62575	691.8695589	AL_RNA_TCDD_F	TCDD	F	LTR50	ERVL	LTR
-0.62669465	1.377324037	0.045716702	0.178294734	LTR86C:ERVL:LTR	2.450904769	1.411688332	AL_RNA_TCDD_F	TCDD	F	LTR86C	ERVL	LTR
-0.399116933	8.059921037	0.041852855	0.178294734	LTRIS2:ERV1:LTR	270.6767113	185.6436252	AL_RNA_TCDD_F	TCDD	F	LTRIS2	ERV1	LTR
-0.952653379	0.310877762	0.044553116	0.178294734	MamGypLTR2b:Gypsy:LTR	0.938554394	0.55727213	AL_RNA_TCDD_F	TCDD	F	MamGypLTR2b	Gypsy	LTR
-0.401337399	5.860687489	0.045625979	0.178294734	MER44A:TcMar-Tigger:DNA	57.6601974	39.48364606	AL_RNA_TCDD_F	TCDD	F	MER44A	TcMar-Tigger	DNA
-0.403178358	8.051903212	0.044065654	0.178294734	MER58A:hAT-Charlie:DNA	255.9690873	189.5249446	AL_RNA_TCDD_F	TCDD	F	MER58A	hAT-Charlie	DNA
-0.788917771	-0.005971541	0.044666997	0.178294734	MER67D:ERV1:LTR	0.761609883	0.485663782	AL_RNA_TCDD_F	TCDD	F	MER67D	ERV1	LTR
-0.737784215	0.27425503	0.045792787	0.178294734	MLT1F1-int:ERVL-MaLR:LTR	0.982097666	0.50302486	AL_RNA_TCDD_F	TCDD	F	MLT1F1-int	ERVL-MaLR	LTR
-0.447587337	4.665891238	0.044235328	0.178294734	MLT1H1:ERVL-MaLR:LTR	24.57071507	17.47441326	AL_RNA_TCDD_F	TCDD	F	MLT1H1	ERVL-MaLR	LTR
-0.50456791	4.372769456	0.044677132	0.178294734	MLTR18D_MM:ERVK:LTR	20.10644343	12.5474468	AL_RNA_TCDD_F	TCDD	F	MLTR18D_MM	ERVK	LTR
-0.399334886	7.251145218	0.04502949	0.178294734	RLTR12D:ERVK:LTR	155.3390424	105.2983229	AL_RNA_TCDD_F	TCDD	F	RLTR12D	ERVK	LTR
-0.501401822	2.993027193	0.042002074	0.178294734	RLTR20A2B_MM:ERVK:LTR	7.509839602	5.688911164	AL_RNA_TCDD_F	TCDD	F	RLTR20A2B_MM	ERVK	LTR
0.461619982	11.66960401	0.044156882	0.178294734	RLTR4_Mm:ERV1:LTR	3080.995044	3815.52048	AL_RNA_TCDD_F	TCDD	F	RLTR4_Mm	ERV1	LTR
-0.412248027	6.912257118	0.045892431	0.178294734	RMER10B:ERVL:LTR	121.0854824	83.41670762	AL_RNA_TCDD_F	TCDD	F	RMER10B	ERVL	LTR
-0.417257127	6.050458974	0.042067332	0.178294734	RMER13B:ERVK:LTR	68.24702203	50.15847506	AL_RNA_TCDD_F	TCDD	F	RMER13B	ERVK	LTR
-0.458939118	4.576710773	0.045592416	0.178294734	RMER21B:ERV1:LTR	23.04755056	16.8300188	AL_RNA_TCDD_F	TCDD	F	RMER21B	ERV1	LTR
-0.453498463	4.646720377	0.045217016	0.178294734	RMER6BA:ERVK:LTR	23.30526735	17.28204121	AL_RNA_TCDD_F	TCDD	F	RMER6BA	ERVK	LTR
-0.540767529	9.611305706	0.043423618	0.178294734	tRNA-Ser-TCA(m):tRNA:tRNA	808.1393288	516.818598	AL_RNA_TCDD_F	TCDD	F	tRNA-Ser-TCA(m)	tRNA	tRNA
-0.634050183	2.083337015	0.045021663	0.178294734	U14:snRNA:snRNA	4.662925127	3.166230346	AL_RNA_TCDD_F	TCDD	F	U14	snRNA	snRNA
-0.375573314	8.421028757	0.046471505	0.179855368	L1MB2:L1:LINE	340.4757037	247.9985171	AL_RNA_TCDD_F	TCDD	F	L1MB2	L1	LINE
-0.499377137	3.37315223	0.046905864	0.180621394	BGLII_Mur:ERVK:LTR	10.16898681	6.969011379	AL_RNA_TCDD_F	TCDD	F	BGLII_Mur	ERVK	LTR
-0.767438902	-0.235106372	0.047560071	0.180621394	MER91C:hAT-Tip100:DNA	0.53194889	0.34084602	AL_RNA_TCDD_F	TCDD	F	MER91C	hAT-Tip100	DNA
-0.448470505	4.706365162	0.047299069	0.180621394	MLT1E1A:ERVL-MaLR:LTR	24.29284326	16.97790649	AL_RNA_TCDD_F	TCDD	F	MLT1E1A	ERVL-MaLR	LTR
-0.480422862	4.748059913	0.047408756	0.180621394	MLT1G3:ERVL-MaLR:LTR	24.18818782	19.61658716	AL_RNA_TCDD_F	TCDD	F	MLT1G3	ERVL-MaLR	LTR
0.487990146	13.03901925	0.047462948	0.180621394	RLTR4_MM-int:ERV1:LTR	8136.711469	9669.88228	AL_RNA_TCDD_F	TCDD	F	RLTR4_MM-int	ERV1	LTR
-0.895052548	0.624667108	0.048235855	0.181180688	LTR53:ERVL:LTR	1.175813207	0.6166878	AL_RNA_TCDD_F	TCDD	F	LTR53	ERVL	LTR
-0.3877854	11.01279222	0.048600737	0.181180688	MIRb:MIR:SINE	2047.897631	1484.547058	AL_RNA_TCDD_F	TCDD	F	MIRb	MIR	SINE
-0.37407964	8.303612646	0.048236062	0.181180688	MTEb:ERVL-MaLR:LTR	315.3159922	216.8457679	AL_RNA_TCDD_F	TCDD	F	MTEb	ERVL-MaLR	LTR
-0.367743228	8.749473537	0.048301543	0.181180688	RLTR13D3A1:ERVK:LTR	437.610054	304.055096	AL_RNA_TCDD_F	TCDD	F	RLTR13D3A1	ERVK	LTR
-0.407972596	9.242578276	0.048496766	0.181180688	RLTR31M:ERVK:LTR	609.0150495	510.7060689	AL_RNA_TCDD_F	TCDD	F	RLTR31M	ERVK	LTR
-0.371866742	10.471687	0.049390001	0.181454567	MIR:MIR:SINE	1403.87166	1056.704945	AL_RNA_TCDD_F	TCDD	F	MIR	MIR	SINE
-0.368535105	10.54037962	0.049077397	0.181454567	MTA_Mm:ERVL-MaLR:LTR	1447.350203	1039.539529	AL_RNA_TCDD_F	TCDD	F	MTA_Mm	ERVL-MaLR	LTR
-0.393911658	6.291964833	0.04901703	0.181454567	RLTR18B:ERVK:LTR	78.89678696	54.19418562	AL_RNA_TCDD_F	TCDD	F	RLTR18B	ERVK	LTR
-0.417775731	6.162864356	0.049276363	0.181454567	Tigger10:TcMar-Tigger:DNA	67.89554703	51.11785276	AL_RNA_TCDD_F	TCDD	F	Tigger10	TcMar-Tigger	DNA
-0.430685606	5.809238831	0.050079888	0.182337612	ERVB7_2-LTR_MM:ERVK:LTR	55.98462977	38.0145031	AL_RNA_TCDD_F	TCDD	F	ERVB7_2-LTR_MM	ERVK	LTR
-0.475200355	6.690343013	0.049921527	0.182337612	L1MEd:L1:LINE	106.7409456	68.73680608	AL_RNA_TCDD_F	TCDD	F	L1MEd	L1	LINE
-0.403275375	7.123756513	0.050169816	0.182337612	Lx3C:L1:LINE	137.0934412	98.33354241	AL_RNA_TCDD_F	TCDD	F	Lx3C	L1	LINE
-0.397691903	8.131398167	0.052100771	0.182624959	BC1_Mm:scRNA:scRNA	283.0114367	200.4026409	AL_RNA_TCDD_F	TCDD	F	BC1_Mm	scRNA	scRNA
-0.817532088	1.214529111	0.052410121	0.182624959	Kanga1a:TcMar-Tc2:DNA	1.930649763	0.913130538	AL_RNA_TCDD_F	TCDD	F	Kanga1a	TcMar-Tc2	DNA
-0.353322564	8.683152518	0.051379617	0.182624959	L1M5:L1:LINE	404.8401287	300.3696331	AL_RNA_TCDD_F	TCDD	F	L1M5	L1	LINE
-0.380060269	7.132388673	0.050733234	0.182624959	L1MC4a:L1:LINE	141.8230036	95.70405603	AL_RNA_TCDD_F	TCDD	F	L1MC4a	L1	LINE
-0.406693025	6.62817326	0.051406374	0.182624959	MARNA:TcMar-Mariner:DNA	99.63335132	66.11654007	AL_RNA_TCDD_F	TCDD	F	MARNA	TcMar-Mariner	DNA
-0.492665385	2.488140759	0.050941606	0.182624959	MER21-int:ERVL:LTR	5.798529429	3.617592193	AL_RNA_TCDD_F	TCDD	F	MER21-int	ERVL	LTR
0.33817236	9.528116356	0.05197367	0.182624959	MTB-int:ERVL-MaLR:LTR	703.8640871	835.7819372	AL_RNA_TCDD_F	TCDD	F	MTB-int	ERVL-MaLR	LTR
-0.360910228	11.40093242	0.050769238	0.182624959	MTD:ERVL-MaLR:LTR	2701.97936	1948.562715	AL_RNA_TCDD_F	TCDD	F	MTD	ERVL-MaLR	LTR
-0.396062947	6.106463219	0.052236848	0.182624959	RLTR22_Mus:ERVK:LTR	69.33097	50.46510614	AL_RNA_TCDD_F	TCDD	F	RLTR22_Mus	ERVK	LTR
-0.390274369	9.998218321	0.05161968	0.182624959	RMER19B:ERVK:LTR	1004.673321	685.3150171	AL_RNA_TCDD_F	TCDD	F	RMER19B	ERVK	LTR
-0.697151664	1.388203785	0.051198166	0.182624959	Tigger20a:TcMar-Tigger:DNA	2.556097257	1.660053167	AL_RNA_TCDD_F	TCDD	F	Tigger20a	TcMar-Tigger	DNA
-0.478509695	4.275878423	0.051831939	0.182624959	Tigger6a:TcMar-Tigger:DNA	19.42485861	14.41551643	AL_RNA_TCDD_F	TCDD	F	Tigger6a	TcMar-Tigger	DNA
-0.64039765	1.652835608	0.052620747	0.182730949	Charlie29a:hAT-Charlie:DNA	2.861111825	1.843667161	AL_RNA_TCDD_F	TCDD	F	Charlie29a	hAT-Charlie	DNA
-0.378840041	6.95750589	0.053080053	0.183696837	MER44B:TcMar-Tigger:DNA	125.6514028	91.22263626	AL_RNA_TCDD_F	TCDD	F	MER44B	TcMar-Tigger	DNA
-0.453623175	4.187464672	0.053739536	0.18471827	MMERVK10D3_I-int:ERVK:LTR	18.1699056	12.84074736	AL_RNA_TCDD_F	TCDD	F	MMERVK10D3_I-int	ERVK	LTR
-0.494603271	3.710437097	0.053591171	0.18471827	RLTR30B_MM:ERV1:LTR	12.3080277	8.436866398	AL_RNA_TCDD_F	TCDD	F	RLTR30B_MM	ERV1	LTR
-0.521217302	1.937418279	0.054215223	0.18572377	MER131:SINE?:SINE?	3.762480253	2.52593524	AL_RNA_TCDD_F	TCDD	F	MER131	SINE?	SINE
-0.392834573	6.574368904	0.054538571	0.186202393	MER5A1:hAT-Charlie:DNA	100.2088534	74.73937098	AL_RNA_TCDD_F	TCDD	F	MER5A1	hAT-Charlie	DNA
-0.678392734	2.080010831	0.055413972	0.188556269	RLTR9B2:ERVK:LTR	3.827551848	2.653647526	AL_RNA_TCDD_F	TCDD	F	RLTR9B2	ERVK	LTR
-0.35604122	11.37142393	0.055980298	0.188680353	Lx5:L1:LINE	2582.298699	1975.718618	AL_RNA_TCDD_F	TCDD	F	Lx5	L1	LINE
0.462707406	10.39589753	0.056008665	0.188680353	MuLV-int:ERV1:LTR	1130.703107	1507.02017	AL_RNA_TCDD_F	TCDD	F	MuLV-int	ERV1	LTR
